,,,,,归属母公司股东的净利润同比增长率(%),,,,,,,归属母公司股东的净利润-扣除非经常损益同比增长率(%),,,,,,,营业总收入同比增长率(%),,,,,,,销售毛利率,,,,,,,销售净利率,,,,,,,加权平均净资产收益率,,,,,,
300529.SZ,健帆生物,广东,医疗保健,20160802,42.3206,44.0195,42.0028,41.3362,40.7165,0.8369,25.2379,55.35,51.66,48.19,43.67,26.29,0.12,33.12,28.3607,42.9016,40.8566,41.4783,32.1629,6.8255,37.1943,85.7363,85.3213,86.2137,84.8068,84.1434,83.934,84.5503,48.5238,43.8276,39.7182,39.4434,39.5902,37.1787,39.3867,8.27,7.34,30.24,26.3,22.21,24.08,39.58
300534.SZ,陇神戎发,甘肃,中成药,20160913,-96.871,4.1266,4.0696,-28.2508,-63.7856,-22.125,0.4184,-102.07,3.92,-33.37,-33.02,-72.02,-15.35,11.74,-17.6743,0.3842,17.6395,-24.6381,-0.0349,-2.7689,-8.0293,28.0166,40.4693,37.8507,42.5272,32.6884,36.2523,38.9215,2.0573,11.5042,6.4284,6.0433,6.3475,17.5216,21.8766,0.03,0.92,1.76,1.71,2.42,9.61,15.91
300558.SZ,贝达药业,浙江,化学制药,20161107,152.3577,20.8294,38.367,-35.2733,-30.1165,6.8051,28.2272,172.23,23.17,50.13,-30.74,-34.3,-0.51,21.8589,72.6275,31.701,26.9368,19.2733,-0.8407,13.163,29.8436,92.8817,94.0803,93.2283,94.3644,95.7419,96.8283,96.945,19.9778,13.4294,14.5335,13.3578,24.4338,35.5404,37.5477,5.16,2.33,9.84,7.9,12.98,32.88,48.72
300562.SZ,乐心医疗,广东,医疗保健,20161116,104.5969,-21.3968,29.3483,34.6128,-77.8433,60.4355,10.6944,128.95,188.48,71.58,150.58,-91.5,81.38,-5.4502,2.1392,9.1841,14.0065,-10.5571,12.4501,22.5179,38.0275,24.6385,24.053,24.2743,25.9145,27.0615,33.0469,27.023,2.7184,1.1087,3.3829,2.8428,2.0153,10.4485,7.9791,0.88,0.46,5.62,4.61,3.52,29.16,24.57
300573.SZ,兴齐眼药,辽宁,化学制药,20161208,-1082.1816,141.5187,162.7914,-65.366,-27.3441,146.953,-29.1213,-16548.22,101.95,208.51,-69.94,-14.68,133.21,24.7149,-25.4775,24.8143,25.7951,19.7769,6.1653,17.9727,12.875,68.2057,73.9291,73.2596,72.3197,73.9056,75.1972,70.3965,-14.4631,-0.0896,5.4404,2.0891,10.677,16.0069,7.6467,-1.89,0.19,6.45,2.5,7.36,13.02,5.8
300583.SZ,赛托生物,山东,生物制药,20170106,-175.6529,8.839,-56.1339,37.8762,-9.0682,-45.9077,12.8444,-201.35,0.29,-57.38,41.38,-26.7,-46.64,12.76,-22.6751,19.3789,-8.2181,33.9514,38.2441,-14.9545,28.2442,17.0414,22.6704,24.4066,25.4229,23.2472,33.6171,44.2462,-13.3023,11.1057,5.0783,12.0643,10.9163,16.9553,27.8175,-1.33,1.69,3.04,7.24,5.86,19.11,48.67
300584.SZ,海辰药业,江苏,化学制药,20170112,-22.9117,31.1003,16.8643,26.8637,45.0171,12.1685,17.8724,-20.72,31.26,16.7,33.01,36.5,16.23,12.1951,-21.0949,28.7284,29.8676,56.4514,62.0334,27.0751,11.8076,79.1271,81.6067,79.7569,86.2272,79.0592,67.5237,61.4899,10.2521,10.5744,10.5089,11.6902,14.4166,16.1082,18.2489,2.59,3.76,15.85,15.24,13.72,17.77,18.53
300595.SZ,欧普康视,安徽,医疗保健,20170117,-24.8119,41.7877,41.9187,43.3414,32.2881,28.5589,39.099,-26.18,41.26,40.88,40.53,29.75,30.81,39.43,-14.11,56.7387,41.116,47.1043,32.5976,33.354,35.6913,77.6301,77.9529,78.4091,77.9836,76.2128,74.0806,76.9629,30.5928,38.6216,45.5811,45.759,47.6817,48.4606,50.1325,2.8,4.79,26.13,23.59,21.4,38.56,40.04
300601.SZ,康泰生物,深圳,生物制药,20170207,-97.569,-9.2452,31.8626,102.9241,149.0369,37.2353,101.5933,-97.34,-8.65,27.87,133.93,137.1,26.49,108.9579,-48.1225,-15.3061,-3.6477,73.6949,110.3804,21.9107,49.2407,91.6124,92.794,91.5777,91.1045,88.2589,78.5677,63.4533,1.368,29.1941,29.5629,21.6017,18.4902,15.6201,13.8758,0.09,5.29,25.51,30.94,22.9,12.49,10.21
300630.SZ,普利制药,海南,化学制药,20170328,14.3769,125.1084,65.9877,84.369,41.0239,37.625,38.2835,17.99,126.41,65.57,97.19,42.25,34.0114,44.6654,8.8425,67.0583,52.2822,92.0729,30.9736,22.2788,23.2499,85.2132,85.4014,81.6056,83.7553,82.9738,76.747,74.5355,46.8752,44.607,31.6965,29.0794,30.2944,28.1355,24.9981,6.99,7.88,29.68,22.71,16.59,25.21,21.25
300633.SZ,开立医疗,深圳,医疗保健,20170406,-168.4238,-42.348,-59.8071,32.9437,45.6929,23.194,-19.6438,-4262.87,-96.85,-66.76,28.14,72.33,9.43,-24.3852,1.8984,-0.4046,2.2011,24.0407,37.4936,4.889,7.2066,63.3718,66.1191,65.285,69.8744,68.3244,64.9928,62.8075,-3.5235,5.2472,8.098,20.5913,19.2123,18.1311,15.437,-0.59,0.91,7.47,21.38,20.26,20.31,21.24
300636.SZ,同和药业,江西,化学制药,20170331,253.2237,-26.4017,96.9331,-62.5242,12.8653,-7.7653,60.3716,308.19,-3.79,290.19,-78.35,14.21,-12.06,59.01,18.2279,13.9402,54.6316,-9.9732,18.6492,-9.0008,29.2791,36.2855,23.0864,29.7426,29.2694,36.5962,38.7134,39.758,16.3323,5.4666,11.6955,9.1833,22.0607,23.1912,22.8806,2.28,0.68,7.05,3.79,12.2,21.04,32.53
300639.SZ,凯普生物,广东,医疗保健,20170412,15.5744,38.8394,29.1124,22.3898,22.4923,16.6877,2.7625,17.6,25.49,36.03,19.42,15.68,13.5285,1.5864,9.393,27.9812,25.6811,21.1376,20.2813,15.506,30.578,75.43,80.8255,80.5885,83.4965,83.5986,85.671,87.881,16.5378,11.5716,18.7767,18.3929,19.1538,18.7203,18.6803,1.65,1.75,14.49,11.66,11.83,16.88,17.22
300642.SZ,透景生命,上海,医疗保健,20170421,-221.2092,21.7265,10.8175,11.7304,29.7134,48.6282,82.7018,-296.72,7.82,18.2,2.94,24.29,54.3917,78.3438,-57.1611,26.3688,20.9968,20.4558,30.997,36.5066,43.3,61.2241,78.3172,78.5701,78.4308,80.5602,80.6882,81.4281,-65.9521,23.3094,35.5686,38.8358,41.8686,42.2829,38.8344,-1.65,1.52,14.32,14.8,18.79,41.04,40.68
300653.SZ,正海生物,山东,医疗保健,20170516,-28.2156,23.6019,25.137,39.1531,35.6266,7.0082,26.2375,-34.6,23.04,24.96,47.7,37.43,10.6817,29.1401,-26.9562,30.1754,29.8146,17.9238,21.3511,17.5521,21.6778,94.375,93.8451,93.1195,93.0777,93.6745,92.7905,94.0158,43.2807,44.04,38.3787,39.8133,33.7394,30.1881,33.1627,3.25,4.99,19.22,17.09,16.63,22.49,33.8
300676.SZ,华大基因,深圳,医疗保健,20170714,42.5929,-2.5359,-28.5304,-2.8752,19.6581,26.9329,832.0522,29.11,11.29,-28.36,-3.36,34.79,28.4414,665.0313,35.7781,12.8593,10.4087,21.0381,22.4392,29.7864,16.4951,56.1219,58.0578,53.5588,55.3479,56.9466,58.4429,55.547,17.2548,16.9536,9.9456,16.0796,20.2184,20.4509,20.6305,3.19,2.33,6.27,9.16,10.75,10.38,9.2
300677.SZ,英科医疗,山东,医疗保健,20170721,281.7194,50.6068,-0.5701,23.6101,68.6128,34.3235,101.6054,276.05,75.05,0.95,15.31,65.99,6.3499,175.3988,56.4596,16.6175,10.0603,8.1157,47.956,18.5452,12.8074,34.0734,23.231,25.1003,24.9421,24.9178,24.4951,26.3712,16.696,6.8473,8.5585,9.4761,8.2883,7.2912,6.4347,8.36,2.62,13.08,15.3,18.88,18.8,24.69
300683.SZ,海特生物,湖北,生物制药,20170808,-85.7625,25.7389,-33.0395,-33.8872,-9.3368,88.4343,-24.1698,-103.47,29.11,-47.55,-46.3,-15.95,114.1833,-30.4282,-58.6124,18.6405,4.957,-21.244,-2.6869,13.4776,23.8006,79.2831,88.0417,80.6086,92.5176,95.314,95.3836,95.1435,6.2648,18.7288,9.8663,15.4795,18.8198,20.3295,12.2504,0.24,1.74,3.65,5.45,13.77,23.62,14.91
300685.SZ,艾德生物,福建,生物制药,20170802,-20.479,30.4649,6.8932,34.7333,40.3256,217.9201,10.1689,-47.56,24.38,8.3,35.01,66.01,71.6223,80.5849,-23.9645,34.108,31.7344,32.8903,30.5883,43.0294,65.5991,87.1896,91.0812,90.3682,91.0352,92.3599,90.8199,93.1483,28.5845,27.3316,23.424,28.8676,28.4727,25.8768,10.4527,2.83,4.22,16.27,17.79,20.54,24.43,10.55
300702.SZ,天宇股份,浙江,化学制药,20170919,29.9053,529.7343,257.8875,63.3644,-18.1102,142.9513,108.5964,50.11,708.17,223.2,86.98,-18.46,161.6311,67.4065,14.1148,66.7478,43.8758,23.4518,9.7884,28.8368,8.0704,51.991,48.5828,56.1071,40.2663,37.8035,37.4504,32.9188,29.2712,25.7132,27.7517,11.1566,8.4308,11.3031,5.994,7.85,8.47,33.66,11.98,12.64,22.25,10.6
300705.SZ,九典制药,湖南,化学制药,20171010,-31.7339,-18.5791,-23.5037,4.9752,25.7598,22.1413,8.2589,-41.3,-28.73,-31.16,5.4,20.73,28.52,20.661,-10.0692,5.8183,15.3094,49.9257,42.0071,29.5731,9.0071,68.6162,63.058,67.4754,59.6096,51.935,51.3581,51.6973,4.4314,5.8378,5.9591,8.9827,12.8291,14.4865,15.368,0.93,1.44,7.45,10.46,16.14,17.93,19.23
300723.SZ,一品红,广东,化学制药,20171116,-12.0034,27.0096,-30.9947,32.8849,14.0851,127.3238,49.8885,2.39,20.7,-31.5,18.69,23.37,41.32,117.96,0.9414,-9.4001,14.5396,3.5746,10.3435,21.6416,29.7447,85.5421,80.4191,77.5846,72.4759,57.9842,52.0808,53.4407,12.7303,14.6214,8.7045,14.528,11.217,10.86,5.8739,3.18,3.72,10.87,17.33,33.84,51.92,41.85
300725.SZ,药石科技,江苏,化学制药,20171110,-15.8124,66.8775,14.0259,98.5188,86.0136,81.1695,-11.2898,-18.8,74.13,15.64,80.15,39.49,25.57,75.04,12.2951,53.0689,38.4684,75.0241,45.0545,38.38,77.6257,46.0483,58.3733,51.5919,57.8166,62.1179,66.3618,61.1329,16.5387,22.0606,22.9636,28.1228,24.808,18.6028,14.5871,3.7,5.44,22.94,22.97,22.84,21.18,17.85
300753.SZ,爱朋医疗,江苏,医疗保健,20181213,-41.8224,28.722,46.0176,21.0082,21.4203,65.0696,-7.9178,-72.46,21.35,26.35,20.5,21.8318,13.0425,33.7766,-46.6705,28.3793,27.3839,20.6994,24.5186,29.1736,27.5564,79.1876,75.4873,70.4938,76.501,74.7768,74.3092,73.8625,23.8853,22.0176,27.0877,23.8498,24.3793,24.8637,19.3483,1.31,2.49,16.13,22.84,23.61,24.2,33.34
300759.SZ,康龙化成,北京,化学制药,20190128,87.1573,33.243,64.2999,46.9413,30.4927,139.5673,251.7294,127.78,32.25,58.15,48.88,17.6587,309.5537,61.4123,25.6599,31.1204,29.1954,26.7643,40.3784,44.8745,42.7101,33.4619,32.9,35.5156,32.4837,32.7365,29.005,27.5167,9.7141,6.8531,14.1243,11.6579,9.8959,10.8253,6.5465,1.3,2.05,16.7,15.68,12.28,18.32,26.77
300760.SZ,迈瑞医疗,深圳,医疗保健,20181016,30.5832,24.5928,25.8497,43.6467,61.776,75.8977,-33.0809,25.53,28.34,25.04,43.05,44.8315,32.9836,0.7186,21.3865,20.6917,20.3778,23.0858,23.7172,12.7118,2.2639,64.519,65.8004,65.2388,66.5725,67.0299,64.6219,62.2156,27.7093,25.7546,28.2968,27.0897,23.2794,17.8502,11.7371,6.82,6.43,27.91,42.16,47.0,28.0,10.0
300791.SZ,仙乐健康,广东,医疗保健,20190925,36.661,,-29.8684,94.8471,-85.1789,1150.6953,-8.4334,2.61,,-31.51,83.8451,22.1519,17.78,18.49,-6.6063,,-0.9927,19.9129,69.2286,-4.6391,5.887,34.5159,32.422,32.944,34.6621,32.9931,32.3736,42.9577,13.9534,9.5357,9.0231,12.7382,7.8394,89.5105,6.8249,2.54,,12.85,29.81,20.08,148.27,27.11
300813.SZ,泰林生物,浙江,医疗保健,20200114,45.694,,-28.639,7.1724,55.0432,88.7563,51.8698,4.21,,-27.87,1.4652,46.0714,76.5696,100.8618,3.6191,,13.7215,12.0264,27.0735,35.7429,38.3745,64.6468,59.4405,57.5586,60.2735,60.3312,58.8774,59.8095,18.0275,12.8214,19.0166,30.305,31.6776,25.963,18.6711,2.01,,16.24,28.26,34.24,26.52,22.06
300832.SZ,新产业,深圳,医疗保健,20200512,-19.7685,,11.3274,28.9461,19.1528,81.3171,-1.4844,-22.1,,11.921,28.0821,17.5715,85.0667,-5.018,-8.3704,,21.5362,21.3093,23.6378,26.08,34.1855,70.4552,80.1586,79.9592,80.8128,78.6709,78.8031,75.6607,38.3545,43.8033,45.9452,50.1584,47.1877,48.9639,34.0474,3.47,5.67,28.07,33.81,34.06,37.27,30.95
300841.SZ,康华生物,四川,生物制药,20200616,82.5867,,21.1153,107.0158,1018.3349,-43.1028,,82.28,,19.4593,109.077,1128.544,-40.7808,,20.3795,,-0.8635,113.5941,181.8989,30.7405,,95.9513,93.859,94.1675,94.4427,89.4565,90.7156,84.3779,41.296,27.2265,33.6593,27.5511,28.4266,7.1655,16.4652,10.69,9.22,40.49,57.86,150.89,,
600055.SH,万东医疗,北京,医疗保健,19970519,787.2052,59.7985,10.1421,40.5216,52.518,77.5363,56.8474,2584.66,-1.21,8.19,59.56,41.53,63.21,103.44,54.5291,20.365,2.9169,7.9835,8.6744,-0.5888,10.5887,58.2264,40.4375,46.874,43.603,41.3437,39.4487,33.2742,19.5319,3.1166,16.7985,15.6321,11.4375,8.4074,5.2136,2.4,0.29,8.42,8.07,6.0,4.49,5.9
600056.SH,中国医药,北京,医药商业,19970515,-35.4925,-6.4649,-36.4627,17.5965,36.7315,54.3057,11.6827,-37.4,7.55,-13.17,-10.99,28.02,52.63,11.0,-9.214,23.8427,13.7999,2.1379,16.0205,25.1221,15.1918,16.8451,20.9317,18.3516,20.9491,14.3215,11.7931,12.2462,4.1475,6.224,3.5571,5.8725,5.1248,4.3463,3.4942,2.89,4.73,10.93,18.83,17.7,15.97,11.91
600062.SH,华润双鹤,北京,化学制药,19970522,-16.4569,9.5521,8.9336,14.9512,17.9781,8.0397,-10.2577,-15.1,7.13,9.1,11.57,24.09,59.1,-20.88,-17.1229,23.1622,14.0534,28.0797,16.8713,6.9362,-0.2878,63.3255,64.0327,63.4298,63.3508,57.4306,53.1103,51.8697,12.6646,12.6297,11.3683,12.0297,13.7359,13.4536,12.9383,3.15,4.11,12.87,12.67,11.91,11.15,10.5
600079.SH,人福医药,湖北,化学制药,19970606,-20.9036,-2.6456,135.7352,-213.9713,148.5237,27.3132,44.7246,-16.3,2.52,120.2156,-576.17,-1.0,0.02,32.17,-13.0751,18.5885,17.027,20.641,25.2595,22.6475,42.5767,43.0957,40.0821,39.5206,39.9262,38.081,36.7876,36.3453,5.442,5.7761,6.1976,-10.5247,15.0089,8.7596,8.4864,1.26,1.69,8.43,-23.99,17.43,9.09,9.42
600080.SH,ST金花,陕西,中成药,19970612,-109.428,74.4102,-32.4078,-28.3202,95.8409,7.544,-17.9854,-129.7997,52.45,-64.66,12.33,37.5,28.22,-32.32,-28.0925,-4.6294,1.2592,-1.5876,13.581,-8.6968,2.4347,63.7699,67.9334,71.4263,68.2862,63.4891,63.0679,45.4362,-0.988,7.5056,3.5002,4.9503,7.1069,4.1713,3.5276,-0.0609,0.62,1.49,2.39,4.88,2.58,2.459
600085.SH,同仁堂,北京,中成药,19970625,-31.5469,10.1775,-13.1226,11.4905,9.0248,6.5941,14.6019,-30.31,9.65,-7.74,0.22,9.75,4.85,16.44,-22.5269,6.7306,-6.556,6.2251,10.6298,10.9596,11.5931,50.1575,47.4432,46.7644,46.747,46.2369,45.9777,46.0792,11.8187,14.527,11.7616,12.8269,13.0212,12.9205,13.5547,2.55,3.71,10.34,12.83,12.55,12.51,13.33
600090.SH,*ST济堂,新疆,医药商业,19970616,-35.4259,4.3282,-77.0022,2.6995,8.9247,38.3309,-66.0604,-34.79,4.25,-76.47,3.45,8.57,39.67,-88.37,-21.4096,7.0475,-58.4964,10.0067,9.5456,13.2382,6.4312,11.9774,12.7325,19.2272,13.1292,15.0889,13.7994,39.6346,4.7836,5.5734,2.9369,5.2079,5.8954,6.1275,5.3342,1.35,2.26,1.99,8.76,9.11,10.3,2.797
600129.SH,太极集团,重庆,中成药,19971118,-129.3424,803.4798,-200.8067,-28.1109,-88.5386,268.434,183.8579,-193.69,78.37,-87.2594,-230.71,114.63,17.46,-90.76,-13.644,38.0821,8.922,21.8405,9.8429,8.598,2.9689,40.1677,42.6437,42.3457,40.2482,36.5893,30.4135,29.3541,-1.2316,3.515,-0.8947,0.5805,1.0926,10.9048,3.2179,-0.98,3.09,-2.19,2.27,7.74,76.11,23.14
600161.SH,天坛生物,北京,生物制药,19980616,0.2767,19.3937,19.9448,-56.5724,359.3255,2523.7546,-92.2291,-1.44,21.57,20.63,22.19,69.2,2199.22,-110.42,7.3551,27.486,11.9684,18.0348,-17.4547,29.5273,-11.4185,46.3401,49.4738,49.8537,47.1783,55.9267,53.2386,48.5965,26.039,27.8413,27.2484,25.1068,70.59,14.4582,7.1435,3.29,3.83,16.72,15.51,41.52,12.63,0.51
600196.SH,复星医药,上海,化学制药,19980807,-18.9661,0.9221,22.6629,-13.3326,11.3571,14.0541,16.4338,-17.59,0.53,6.9,-10.92,12.1,26.36,24.43,-12.6227,17.674,14.7156,34.4495,26.6921,16.0221,4.849,55.1288,59.1234,59.6174,58.4028,58.945,54.0745,49.9705,11.0278,12.6425,13.096,12.1191,19.3447,22.0205,22.7674,1.81,2.51,11.55,10.26,13.02,14.25,14.21
600200.SH,江苏吴中,江苏,化学制药,19990401,2.2048,-64.7488,122.5984,-314.5432,84.8783,46.5928,20.2286,1046.7593,-105.78,84.0827,-846.23,1.56,66.72,37.44,3.7615,-26.5479,23.9902,-42.5221,-25.7891,36.2297,-4.5045,33.9478,36.5282,29.6025,35.4636,21.6262,11.5846,12.1251,1.7617,1.7762,2.9273,-16.5916,4.5688,1.9565,2.1507,0.32,0.31,2.69,-10.75,4.54,3.49,4.31
600211.SH,西藏药业,西藏,中成药,19990721,81.7535,2.9916,44.8573,-6.1136,15.8134,116.3887,336.7795,21.58,66.7,99.29,-5.26,-3.6,157.88,238.34,-0.1,39.6434,22.1955,12.2598,14.9119,-42.3755,-17.1028,81.2877,84.5536,83.5478,79.9224,73.8343,76.3336,32.3478,43.569,24.0235,25.2679,21.2172,25.5881,25.0245,6.5621,5.11,3.11,13.49,10.07,14.62,34.64,20.58
600216.SH,浙江医药,浙江,化学制药,19991021,11.642,-71.4276,-5.9737,44.008,-43.7582,178.1819,-4.6766,36.07,-84.45,-41.71,76.69,-53.29,938.15,-125.3,-6.894,-10.6003,2.7,20.4856,7.8303,17.4027,-6.9456,34.3124,38.7853,40.7556,41.9339,29.6604,28.3662,16.7473,8.653,7.1912,4.1448,4.7706,4.208,8.4168,3.5187,1.87,1.73,4.44,4.87,3.57,6.64,2.46
600222.SH,太龙药业,河南,中成药,19991105,190.2761,519.6753,139.6398,-2349.1677,27.6813,-27.7382,-82.6532,2509.53,9.71,124.0595,-38645.05,134.19,-122.64,-86.82,49.3933,-13.0937,9.7942,2.2598,22.5619,-6.298,-18.884,38.5792,36.378,36.9231,33.6585,30.4234,32.2517,23.865,9.1023,4.7427,3.4277,-9.6634,0.6306,0.1944,0.433,2.82,0.93,3.43,-8.05,0.34,0.27,0.4
600227.SH,圣济堂,贵州,化学制药,20000221,16.1352,-172.5133,-966.4286,442.1695,108.9073,-373.1835,102.611,19.1478,-178.32,-873.9663,673.5468,91.6705,-277.06,67.9321,-32.5321,-18.3168,-16.6414,43.5833,-38.025,-3.0685,-15.9802,28.1084,13.9002,24.0477,34.8052,28.2644,18.7248,9.9058,-9.5977,-7.6541,-84.4861,8.1551,2.1685,-11.8123,1.3169,-0.85,-0.68,-42.69,4.19,0.82,-10.84,0.71
600252.SH,中恒集团,广西,中成药,20001130,-10.4611,47.7045,21.4558,1.3947,23.6143,-5.9217,-67.3787,3.5,14.62,19.27,-14.88,19.41,141.43,-75.62,12.3855,31.293,15.6207,61.0954,22.6128,24.3452,-58.2167,53.3556,89.7769,83.4679,89.5899,81.4057,73.6889,72.525,15.8029,19.8353,19.5353,18.5938,29.5408,29.3,38.7213,2.42,2.86,12.25,10.65,11.08,9.53,8.97
600267.SH,海正药业,浙江,化学制药,20000725,-325.0478,194.0613,118.899,-3730.147,114.3667,-796.028,-95.5937,-435.65,468.6547,-312.145,-332.4962,50.09,-103.75,-175.89,-10.6596,-0.8559,8.6807,-3.6332,8.6106,11.018,-13.1658,43.9087,44.357,42.9676,41.7764,31.5215,27.6712,27.8339,2.0434,5.5458,2.9197,-2.3261,2.1905,0.6355,1.4406,-1.14,0.51,1.49,-7.64,0.2,-1.38,0.19
600272.SH,开开实业,上海,医药商业,20010228,-66.6074,-14.037,-37.6281,-9.0269,81.8996,7.2818,-45.3932,-109.26,-16.93,-50.02,-16.11,60.02,245.71,168.8696,-17.8191,3.8566,-0.8171,-8.7862,6.1854,2.8118,-0.1721,22.957,23.4659,22.3402,24.1338,20.7059,20.352,20.9318,0.9661,2.7013,2.4903,4.0045,4.033,2.2828,2.218,0.45,1.38,4.39,6.94,7.69,4.1,4.8
600276.SH,恒瑞医药,江苏,化学制药,20001018,10.2986,25.6098,31.0511,26.3927,24.2452,19.2202,43.2843,10.52,27.76,30.94,22.6,19.76,19.3,45.05,11.278,28.7708,33.7048,25.8916,24.7158,19.083,25.0086,86.595,86.383,87.492,86.5967,86.6296,87.0681,85.2761,23.627,24.0349,22.8715,23.3162,23.8005,23.7449,23.8727,5.17,5.87,24.02,23.6,23.28,23.24,24.37
600285.SH,羚锐制药,河南,中成药,20001018,-24.235,35.8892,21.0361,12.0452,-37.2095,162.1286,73.9214,-17.03,15.59,17.1,20.8,26.29,31.87,75.75,-15.4198,4.4067,5.0625,11.0676,28.431,32.6783,29.5898,77.7432,77.7361,77.2872,76.0692,73.1249,67.4284,63.0164,15.5194,17.2802,13.5901,11.9704,12.168,24.159,12.487,3.4,4.75,13.49,11.32,10.18,16.74,8.21
600299.SH,安迪苏,北京,化学制药,20000420,-0.4112,-15.8731,7.1536,-30.0144,-29.0579,22.0256,3.6109,2.3,-17.0,-1.1,-30.0,-31.0,619.0,126.0,4.3675,-9.3216,-2.4741,9.8113,-2.7174,-29.5589,-22.0465,38.5412,36.5703,33.9308,34.8944,38.9222,47.4332,41.3025,12.0918,12.598,11.2918,10.6471,16.1196,21.6703,13.1994,2.11,2.17,7.24,6.9,10.51,16.79,17.6
600329.SH,中新药业,天津,中成药,20010606,-10.5876,9.5977,11.3746,17.9801,12.3897,-6.4283,26.1717,-8.27,1.68,9.53,32.9,17.73,0.79,0.32,-5.5587,8.5602,9.9905,11.7657,-8.8638,-12.7353,-0.0893,41.1193,44.1328,42.1362,41.4522,38.8311,32.386,29.5248,10.5436,10.9262,9.0845,8.9294,8.3185,6.5969,6.4666,3.1,3.78,12.16,11.93,11.05,10.38,13.54
600332.SH,白云山,广东,中成药,20010206,-15.8497,55.4232,-7.3263,66.904,36.7114,15.9712,8.8943,-12.92,57.36,28.84,10.12,80.71,-5.11,3.32,-5.9301,161.3229,53.7908,101.5528,4.5845,4.7636,1.6283,21.9647,24.9797,19.8157,23.8421,37.6583,33.0591,36.2054,7.4101,8.1149,5.2982,8.367,10.1114,7.7795,7.0343,4.78,6.28,13.87,16.93,11.34,12.75,15.91
600351.SH,亚宝药业,山西,中成药,20020926,-46.8251,25.2256,-94.9121,36.5268,788.9423,-89.8591,30.5478,-52.35,34.17,-104.34,33.43,501.0261,-124.64,20.43,-24.0859,6.7595,4.2431,14.0544,41.6588,-12.5636,9.3123,62.4017,61.8697,63.5723,60.0901,56.3863,44.097,52.5738,6.3034,9.2777,0.355,9.733,7.81,1.4972,10.556,1.48,2.56,0.5,9.46,7.37,0.85,12.0
600380.SH,健康元,深圳,化学制药,20010608,-8.3895,35.2915,27.8714,-67.2106,372.523,9.442,16.4383,1.66,41.98,31.3,26.35,58.39,-11.95,11.4,-4.6275,11.0499,6.9278,3.94,10.8801,12.4932,16.5004,64.7018,66.3619,64.3517,62.387,62.8164,62.3315,60.3453,18.0184,17.6114,15.4424,13.0275,43.3493,10.0232,9.5094,2.66,3.12,8.98,8.84,33.73,9.31,9.207
600381.SH,青海春天,青海,医疗保健,20010508,-327.4869,-81.9048,-91.5149,-77.9589,27.2385,-31.494,-2.0934,-2957.99,-98.58,-124.29,-90.56,29.04,-34.71,-6.2,-82.1948,-27.7656,-29.8098,-29.313,-33.4703,-49.4802,-32.0639,29.5138,25.4037,27.8067,29.6436,45.3888,48.0937,48.3142,-138.9441,10.8908,2.4846,20.6156,66.2817,34.6551,25.5613,-0.75,0.33,0.24,2.91,13.48,13.05,22.43
600420.SH,现代制药,上海,化学制药,20040616,-26.8631,6.8306,-6.9671,36.7813,8.1497,-10.0111,16.349,-22.63,-0.63,40.9,-1.71,162.45,-22.33,35.52,4.048,2.1006,7.7585,32.9081,-6.6627,1.5373,-2.4225,43.8672,52.0547,49.678,48.7762,43.3343,36.1497,49.3578,5.5481,8.2354,7.6109,9.4515,9.6102,9.3585,10.8698,1.77,2.68,9.05,10.89,8.78,9.38,17.72
600422.SH,昆药集团,云南,中成药,20001206,-10.9184,25.3242,35.3982,1.6478,-18.9462,-3.2303,45.7056,8.42,26.18,29.48,-1.61,-17.01,-16.61,50.42,-11.8254,8.2401,14.3338,21.3539,14.7373,3.7617,13.9007,40.1312,48.9927,48.6792,49.8858,44.952,38.6628,34.4989,5.9924,5.8874,5.7606,4.8111,5.7292,8.0288,8.7743,2.16,2.66,11.35,8.78,9.15,11.9,18.37
600436.SH,片仔癀,福建,中成药,20030616,15.69,23.9943,20.25,41.6241,50.5261,14.8829,6.346,14.7,24.57,20.53,44.97,48.4,13.71,20.41,15.5066,21.4451,20.0605,28.3311,60.85,22.4471,29.7004,47.9844,46.0465,44.2364,42.4199,43.2628,48.9457,47.0054,27.9052,27.7506,24.2375,23.6821,21.0134,21.9501,24.5716,6.83,7.68,23.64,24.98,21.16,16.2,15.43
600479.SH,千金药业,湖南,中成药,20040312,-16.1867,32.6135,15.2564,22.9098,39.0351,60.7458,-11.5453,-11.61,44.75,22.73,21.98,28.39,75.47,-13.58,-0.1312,16.4758,5.909,4.5813,11.095,17.0926,11.5048,41.1992,48.087,45.5727,46.6353,45.2287,45.0825,46.3965,5.6411,6.8835,9.9879,9.0897,7.7498,6.0512,3.6105,1.72,2.19,13.92,13.07,11.47,8.81,7.22
600488.SH,天药股份,天津,化学制药,20010618,-0.9153,46.8184,0.0328,18.213,32.8257,-18.9501,-9.0779,-8.55,45.06,-6.69,58.77,62.54,-19.6,18.94,-15.858,38.5794,20.1403,23.1346,16.7482,-14.1039,1.1376,48.1634,41.8122,47.8827,50.1984,37.1728,17.3875,16.1799,7.2265,5.7934,6.2836,8.1126,8.2382,5.3017,5.6102,1.3,1.38,4.92,5.53,4.46,2.61,3.28
